Title,Artist,Featuring,Hit,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
Whistle,Flo Rida,0,1,64563,0.0208,0.747,224653,0.937,0,0,0.29,-5.746,0.0453,103.976,0.739
"It's A Man's, Man's, Man's World",Juliet Simms,0,1,64669,0.0437,0.267,212320,0.701,4.03E-06,3,0.0991,-4.277,0.039,173.45,0.265
I Believe I Can Fly,Jermaine Paul,0,1,64782,0.193,0.484,205227,0.686,0,4,0.119,-5.81,0.0421,120.632,0.203
Cowboys And Angels,Dustin Lynch,0,1,64899,0.245,0.355,227720,0.55,3.20E-05,10,0.0979,-5.772,0.0285,73.842,0.26
Die In Your Arms,Justin Bieber,0,1,65016,0.0309,0.568,237293,0.877,4.40E-06,7,0.213,-5.094,0.0924,171.723,0.738
Ho Hey,The Lumineers,0,1,65189,0.794,0.685,163133,0.466,2.06E-06,0,0.0915,-9.074,0.0304,79.936,0.353
Hard To Love,Lee Brice,0,1,65295,0.0119,0.638,224293,0.722,0.00808,9,0.189,-6.177,0.0332,103.017,0.469
Good Time,Owl City & Carly Rae Jepsen,0,1,65417,0.0239,0.56,205933,0.872,6.98E-06,3,0.371,-4.269,0.14,126.05,0.682
Truck Yeah,Tim McGraw,0,1,65568,0.114,0.608,208400,0.931,0,7,0.067,-3.278,0.0336,97.973,0.768
50 Ways To Say Goodbye,Train,0,1,65697,0.000284,0.591,247947,0.935,0.000278,6,0.142,-2.664,0.0478,140.043,0.736
Birthday Song,2 Chainz Featuring Kanye West,1,1,65890,0.0591,0.753,306600,0.59,0,1,0.15,-2.623,0.0485,140.002,0.161
Radioactive,Imagine Dragons,0,1,65992,0.106,0.448,186813,0.784,0.000108,9,0.668,-3.686,0.0627,136.245,0.236
Oh Love,Green Day,0,1,66099,0.00605,0.427,303293,0.773,4.02E-06,8,0.0396,-4.222,0.115,171.806,0.695
Dive In,Trey Songz,0,1,66292,0.0279,0.587,252453,0.648,0,0,0.962,-6.954,0.089,119.888,0.37
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,66395,0.0619,0.781,235613,0.526,0,6,0.0457,-6.985,0.293,94.992,0.662
Dance For You,Beyonce,0,1,66499,0.0322,0.616,377467,0.78,0,2,0.173,-6.062,0.0623,110.005,0.471
Your Body,Christina Aguilera,0,1,66633,0.000739,0.593,239853,0.781,0,8,0.225,-5.292,0.0547,103.024,0.575
Did It For The Girl,Greg Bates,0,1,66699,0.0183,0.658,191293,0.728,6.26E-06,5,0.306,-4.916,0.0237,101.969,0.682
Just What I Am,Kid Cudi Featuring King Chip,1,1,66873,0.00223,0.654,228027,0.95,0,1,0.406,-3.163,0.137,140.009,0.351
El Cerrito Place,Kenny Chesney,0,1,66991,0.13,0.596,351613,0.503,0,4,0.0754,-7.606,0.0272,134.032,0.262
22,Taylor Swift,0,1,67143,0.00215,0.658,230133,0.729,0.0013,7,0.0752,-6.561,0.0378,104.007,0.668
Rest Of My Life,Ludacris Featuring Usher & David Guetta,1,1,67371,0.0123,0.531,232027,0.88,3.29E-06,2,0.176,-3.875,0.0406,127.993,0.266
When I Was Your Man,Bruno Mars,0,1,67768,0.932,0.612,213827,0.28,0,0,0.088,-8.648,0.0434,72.795,0.387
Let It Be,Terry McDermott,0,1,67869,0.0114,0.475,234520,0.597,0,0,0.199,-6.299,0.0305,142.024,0.398
King Wizard,Kid Cudi,0,1,67994,0.0385,0.723,256240,0.613,0.0314,8,0.111,-7.502,0.0812,139.988,0.378
I Drive Your Truck,Lee Brice,0,1,68190,0.0978,0.51,234840,0.649,0.00206,11,0.119,-6.215,0.0348,141.963,0.118
We Still In This B****,B.o.B Featuring T.I. & Juicy J,1,1,68294,0.013,0.693,247987,0.733,0,1,0.0924,-5.126,0.139,140.01,0.497
Dope,Tyga Featuring Rick Ross,1,1,68467,0.0115,0.584,223080,0.531,0,0,0.126,-6.907,0.375,94.907,0.346
I Love It,Icona Pop Featuring Charli XCX,1,1,68568,0.00952,0.711,157153,0.906,1.64E-05,8,0.153,-2.671,0.0284,125.916,0.824
Stay,Rihanna Featuring Mikky Ekko,1,1,68656,0.945,0.621,240707,0.31,6.12E-05,9,0.117,-10.164,0.0283,111.893,0.125
Mirrors,Justin Timberlake,0,1,68723,0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0.0503,76.899,0.512
Hey Porsche,Nelly,0,1,68841,0.151,0.729,209147,0.793,0,9,0.651,-4.716,0.0293,115.988,0.945
DONE.,The Band Perry,0,1,69186,0.322,0.65,205267,0.89,0,1,0.0543,-2.995,0.0366,100.053,0.757
Clarity,Zedd Featuring Foxes,1,1,69285,0.0398,0.509,271427,0.781,0,8,0.0749,-3.48,0.072,128,0.176
Pom Poms,Jonas Brothers,0,1,69459,0.0663,0.677,198053,0.977,0,1,0.281,-2.198,0.0902,148.006,0.902
Here's To Never Growing Up,Avril Lavigne,0,1,69551,0.0111,0.482,214320,0.873,0,0,0.409,-3.145,0.0853,165.084,0.737
Fall Down,will.i.am Featuring Miley Cyrus,1,1,69657,0.00994,0.619,307493,0.621,0.00332,0,0.121,-5.465,0.0357,127.042,0.338
Brave,Sara Bareilles,0,1,69760,0.00502,0.551,220573,0.836,2.10E-05,10,0.0425,-3.838,0.0524,185.063,0.758
#Beautiful,Mariah Carey Featuring Miguel,1,1,69923,0.346,0.677,199867,0.749,0,4,0.347,-5.405,0.0391,107.042,0.469
Treasure,Bruno Mars,0,1,70070,0.0412,0.874,178560,0.692,7.24E-05,5,0.324,-5.28,0.0431,116.017,0.937
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa,0,1,70160,0.0521,0.554,227893,0.899,0,8,0.0568,-4.573,0.408,171.966,0.552
Sweater Weather,The Neighbourhood,0,1,70397,0.0495,0.612,240400,0.807,0.0177,10,0.101,-2.81,0.0336,124.053,0.398
Sad,Amber Carrington,0,1,70491,0.768,0.498,189267,0.47,0,10,0.162,-4.307,0.0301,114.015,0.377
Paper Doll,John Mayer,0,1,70576,0.521,0.658,257387,0.475,0.0067,7,0.176,-11.703,0.0292,153.851,0.685
Drunk Last Night,Eli Young Band,0,1,70678,0.052,0.528,219213,0.856,0,7,0.0988,-4.605,0.0351,87.019,0.572
Without Me,Fantasia Featuring Kelly Rowland & Missy Elliott,1,1,70773,0.129,0.713,270787,0.687,0,6,0.214,-7.518,0.21,75.014,0.555
F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,1,1,70863,0.0171,0.611,243413,0.464,0.214,10,0.0794,-8.068,0.294,127.766,0.274
The Heart Of Dixie,Danielle Bradbery,0,1,70957,0.0171,0.456,209453,0.637,0,6,0.194,-4.773,0.0354,155.95,0.436
Type Of Way,Rich Homie Quan,0,1,70997,0.146,0.846,261321,0.497,0,6,0.0733,-10.174,0.419,134.875,0.796
When I See This Bar,Kenny Chesney,0,1,71096,0.0284,0.712,362813,0.726,4.48E-05,7,0.104,-7.346,0.0248,111.069,0.558
Hopeless Wanderer,Mumford & Sons,0,1,71258,0.0137,0.268,307853,0.578,0.00281,10,0.106,-7.796,0.0383,154.204,0.201
Your Side Of The Bed,Little Big Town,0,1,71395,0.676,0.61,221680,0.383,0,5,0.0949,-7.543,0.0322,137.766,0.164
American Girl,Bonnie McKee,0,1,71499,0.00976,0.66,224107,0.816,1.87E-05,0,0.59,-4.332,0.0344,127.97,0.66
The Fox,Ylvis,0,1,71628,0.107,0.703,213708,0.867,0,6,0.119,-4.292,0.0453,128.008,0.546
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",1,1,71769,0.000362,0.859,252520,0.599,8.20E-06,9,0.13,-5.254,0.0614,140.005,0.319
Show Me,Kid Ink Featuring Chris Brown,1,1,71881,0.0354,0.711,217800,0.508,0,7,0.141,-7.299,0.0494,98.098,0.665
The Language,Drake,0,1,71950,0.0125,0.831,224013,0.651,0,1,0.0809,-8.363,0.437,120.065,0.502
Worst Behavior,Drake,0,1,71988,0.158,0.78,270187,0.799,0,9,0.209,-6.359,0.15,109.944,0.414
It Won't Stop,Sevyn Streeter Featuring Chris Brown,1,1,72089,0.016,0.657,281080,0.574,8.10E-05,1,0.172,-9.484,0.0407,119.992,0.211
V.S.O.P.,K. Michelle,0,1,72189,0.0478,0.277,209107,0.806,0,6,0.0525,-4.715,0.0577,74.098,0.617
Let Me Go,Avril Lavigne Featuring Chad Kroeger,1,1,72277,0.212,0.385,267973,0.654,0,4,0.136,-6.635,0.0342,164.196,0.125
Collard Greens,ScHoolboy Q Featuring Kendrick Lamar,1,1,72298,0.025,0.825,299960,0.575,9.94E-06,11,0.205,-4.87,0.0633,153.954,0.65
What Now,Rihanna,0,1,72395,0.0476,0.402,243093,0.696,0,8,0.628,-4.799,0.0448,180.158,0.227
Bad Day,Justin Bieber,0,1,72552,0.0221,0.676,145680,0.509,0,11,0.221,-6.838,0.0423,81.981,0.313
Hallelujah,Matthew Schuler,0,1,72639,0.678,0.335,240335,0.341,0,6,0.111,-5.049,0.0297,105.756,0.205
Love Me Again,John Newman,0,1,72784,0.00453,0.495,239894,0.894,0.000596,2,0.103,-4.814,0.0441,126.03,0.213
Let It Go,Idina Menzel,0,1,72888,0.558,0.543,223840,0.485,0,8,0.12,-6.85,0.0305,136.961,0.371
I. Crawl,Childish Gambino,0,1,72985,0.0445,0.588,209473,0.539,4.82E-06,6,0.121,-8.816,0.0396,132.976,0.343
Bridge Over Troubled Water,Tessanne Chin,0,1,73063,0.882,0.32,222150,0.314,0,7,0.189,-8.757,0.0301,81.351,0.372
Rockin' Around The Christmas Tree,Brenda Lee,0,1,73149,0.614,0.589,126267,0.472,0,8,0.505,-8.749,0.0502,67.196,0.898
I Hold On,Dierks Bentley,0,1,73199,0.0849,0.614,279533,0.715,0.000316,0,0.102,-6.451,0.0445,117.956,0.231
19 You + Me,Dan + Shay,0,1,73395,0.319,0.493,217407,0.67,0,6,0.102,-5.131,0.0298,151.989,0.451
How I Feel,Flo Rida,0,1,73497,0.106,0.637,169557,0.955,0,7,0.422,-1.691,0.112,127.985,0.613
Everything I Shouldn't Be Thinking About,Thompson Square,0,1,73594,0.0433,0.68,178467,0.947,1.18E-05,8,0.204,-3.703,0.0338,115.983,0.895
They Don't Know,Rico Love,0,1,73699,0.145,0.777,296733,0.548,0,10,0.154,-6.836,0.0596,100.005,0.428
Explosions,Ellie Goulding,0,1,73999,0.721,0.378,243886,0.53,0,5,0.328,-6.676,0.0304,95.977,0.146
The Walker,Fitz And The Tantrums,0,1,74192,0.00375,0.77,233133,0.801,0.00281,9,0.0515,-4.182,0.0336,130.76,0.725
Fancy,Iggy Azalea Featuring Charli XCX,1,1,74287,0.0904,0.912,199938,0.716,0,10,0.0491,-4.141,0.0697,94.981,0.377
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,1,1,74390,0.22,0.805,242983,0.33,0,1,0.105,-8.712,0.1,121.97,0.211
Empire,Shakira,0,1,74557,0.733,0.541,239333,0.628,0,0,0.056,-4.682,0.0603,80.027,0.364
Stay With Me,Sam Smith,0,1,74667,0.588,0.418,172724,0.42,6.39E-05,0,0.11,-6.444,0.0414,84.094,0.184
Girls Chase Boys,Ingrid Michaelson,0,1,74797,0.03,0.518,221413,0.828,1.33E-05,8,0.0456,-5.725,0.04,84.835,0.69
I Won,Future Featuring Kanye West,1,1,74999,0.743,0.606,239733,0.66,0,9,0.396,-5.788,0.258,83.746,0.317
Work,Iggy Azalea,0,1,75087,0.0631,0.699,223197,0.804,0,7,0.414,-4.898,0.144,140.012,0.491
I Choose You,Sara Bareilles,0,1,75180,0.105,0.731,218573,0.572,0.00012,6,0.133,-7.889,0.0445,154.038,0.947
Main Chick,Kid Ink Featuring Chris Brown,1,1,75291,0.0393,0.775,197813,0.496,0,10,0.526,-5.652,0.0354,95.072,0.204
Can't Help Falling In Love,Christina Grimmie,0,1,75373,0.37,0.137,188007,0.295,4.92E-06,4,0.138,-6.814,0.0401,80.477,0.158
Trumpets,Jason Derulo,0,1,75486,0.555,0.635,217419,0.691,0,0,0.097,-4.862,0.258,82.142,0.638
Shower,Becky G,0,1,75587,0.0317,0.699,206167,0.529,3.59E-05,2,0.285,-7.548,0.0487,119.987,0.121
Rather Be,Clean Bandit Featuring Jess Glynne,1,1,75696,0.162,0.799,227833,0.586,2.03E-06,11,0.193,-6.735,0.0377,120.97,0.549
First Love,Jennifer Lopez,0,1,75786,0.00961,0.622,215787,0.708,0.00294,11,0.311,-5.084,0.0444,100.025,0.455
Amnesia,5 Seconds Of Summer,0,1,75915,0.0283,0.572,237248,0.499,0,2,0.213,-5.237,0.0311,101.593,0.108
You & I (Nobody In The World),John Legend,0,1,76065,0.129,0.456,252653,0.342,0,11,0.124,-8.162,0.0283,84.087,0.224
Word Crimes,"""Weird Al"" Yankovic",0,1,76138,0.0118,0.897,223120,0.43,0,7,0.0473,-12.759,0.0551,121.987,0.964
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",0,1,76305,0.26,0.706,199387,0.786,0,0,0.38,-3.417,0.091,150.028,0.751
Anaconda,Nicki Minaj,0,1,76418,0.0668,0.964,260240,0.605,7.78E-06,9,0.214,-6.223,0.179,129.994,0.646
Take Me To Church,Hozier,0,1,76595,0.634,0.566,241693,0.664,0,4,0.116,-5.303,0.0464,128.945,0.437
Guts Over Fear,Eminem Featuring Sia,1,1,76721,0.328,0.655,300387,0.859,0,10,0.248,-4.277,0.221,140.049,0.525
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,1,1,76894,0.0405,0.813,221972,0.58,8.45E-06,11,0.349,-6.724,0.0746,100.045,0.443
Bend Ova,Lil Jon Featuring Tyga,1,1,76991,0.0143,0.855,226107,0.968,0.0025,1,0.0988,-3.278,0.157,103.005,0.798
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,1,1,77098,0.126,0.783,186373,0.662,0,7,0.101,-6.124,0.0415,96.987,0.523
Feelin' It,Scotty McCreery,0,1,77195,0.1,0.586,198227,0.759,0,7,0.084,-5.338,0.0457,184.031,0.687
Heroes (We Could Be),Alesso Featuring Tove Lo,1,1,77288,0.0305,0.503,210013,0.748,0,5,0.343,-4.124,0.0619,125.896,0.356
Perfect Storm,Brad Paisley,0,1,77384,0.365,0.53,234840,0.753,4.19E-05,0,0.269,-5.551,0.0346,123.979,0.38
Bobby Bitch,Bobby Shmurda,0,1,77495,0.0136,0.921,160383,0.525,0,11,0.313,-8.186,0.413,130.747,0.794
Talladega,Eric Church,0,1,77589,0.043,0.586,262280,0.677,0.0936,1,0.0884,-8.343,0.0294,144.001,0.562
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",1,1,77653,0.405,0.573,312027,0.495,0,8,0.0969,-7.245,0.592,179.196,0.255
Ready To Run,One Direction,0,1,77776,0.00229,0.524,196053,0.831,0,2,0.171,-4.174,0.036,115.067,0.299
Make Me Wanna,Thomas Rhett,0,1,77898,0.0369,0.545,225067,0.818,0,9,0.101,-6.38,0.0541,109.019,0.679
Take Me To Church,Matt McAndrew,0,1,77991,0.00154,0.421,212790,0.681,0,4,0.116,-5.784,0.0319,127.974,0.262
I See You,Luke Bryan,0,1,78088,0.0838,0.657,185987,0.821,0,6,0.0457,-3.388,0.0352,130.002,0.714
Like A Cowboy,Randy Houser,0,1,78197,0.254,0.511,262133,0.687,2.49E-06,1,0.108,-4.328,0.0326,139.995,0.172
When I Was Your Man,Chris Jamison,0,1,78297,0.807,0.367,185501,0.443,0,10,0.0796,-7.286,0.0303,72.837,0.637
Soldier,Damien,0,1,78373,0.808,0.729,223640,0.23,0,0,0.113,-9.882,0.0311,116.399,0.261
Ain't Worth The Whiskey,Cole Swindell,0,1,78598,0.0329,0.427,190587,0.745,0,2,0.139,-3.866,0.0317,153.606,0.507
Not For Long,B.o.B Featuring Trey Songz,1,1,78695,0.0936,0.837,215508,0.662,0.00057,1,0.113,-5.104,0.0486,100.054,0.679
Say You Do,Dierks Bentley,0,1,78795,0.142,0.481,219360,0.733,0.000547,3,0.106,-8.171,0.0368,147.859,0.453
Slow Motion,Trey Songz,0,1,78898,0.679,0.733,197854,0.408,3.92E-05,7,0.11,-7.834,0.0388,94.947,0.291
A Little Too Much,Shawn Mendes,0,1,79093,0.473,0.451,187027,0.507,0,11,0.108,-6.24,0.0316,165.76,0.564
Legend,Drake,0,1,79185,0.0266,0.714,241853,0.563,0,1,0.0776,-7.574,0.0723,100.091,0.31
Wonderland,Taylor Swift,0,1,79250,0.0493,0.422,245560,0.692,2.57E-05,3,0.177,-5.447,0.0549,184.014,0.197
First Kiss,Kid Rock,0,1,79365,0.00388,0.615,280347,0.889,0,4,0.0947,-2.539,0.0371,131.96,0.659
Watch Me,Silento,0,1,79397,0.247,0.821,185143,0.759,0,8,0.321,-8.541,0.121,140.01,0.962
She Don't Love You,Eric Paslay,0,1,79493,0.335,0.36,262053,0.333,1.09E-06,7,0.114,-8.491,0.0285,74.53,0.17
Wild Child,Kenny Chesney With Grace Potter,0,1,79596,0.475,0.586,189800,0.633,4.29E-06,3,0.164,-7.688,0.0318,148.984,0.445
Wesley's Theory,Kendrick Lamar Featuring George Clinton & Thundercat,1,1,79690,0.359,0.509,287360,0.787,2.76E-05,7,0.26,-6.754,0.265,114.449,0.507
Baby Blue,Action Bronson Featuring Chance The Rapper,1,1,79790,0.247,0.828,280160,0.487,1.86E-05,6,0.136,-6.142,0.0343,85.027,0.761
Commas,Future,0,1,79897,0.0698,0.874,237400,0.568,1.38E-05,11,0.149,-5.896,0.224,139.995,0.46
Fight Song,Rachel Platten,0,1,80079,0.0549,0.564,204013,0.714,0,7,0.155,-4.987,0.129,175.924,0.33
Nothing Without Love,Nate Ruess,0,1,80176,0.0879,0.565,236773,0.73,0,1,0.0652,-4.54,0.031,82.058,0.408
Infinity,Mariah Carey,0,1,80281,0.052,0.55,239800,0.805,3.12E-06,1,0.281,-4.327,0.0862,134.755,0.217
Classic Man,Jidenna Featuring Roman GianArthur,1,1,80388,0.185,0.79,226000,0.585,0,8,0.292,-6.058,0.0348,94.072,0.585
Beautiful Life,Nick Fradiani,0,1,80492,0.073,0.578,211067,0.903,0,6,0.179,-3.886,0.0533,108.798,0.416
The Hills,The Weeknd,0,1,80619,0.0671,0.585,242253,0.564,0,0,0.135,-7.063,0.0515,113.003,0.137
Kiss You In The Morning,Michael Ray,0,1,80693,0.00769,0.557,181400,0.909,0,11,0.317,-3.405,0.0423,152.13,0.857
Marvin Gaye,Charlie Puth Featuring Meghan Trainor,1,1,80986,0.417,0.795,190453,0.616,0,1,0.349,-5.281,0.06,110.015,0.815
Real Life,Jake Owen,0,1,81095,0.00195,0.654,169827,0.749,0,1,0.0956,-5.383,0.0257,108.004,0.774
Bad For You,Meek Mill Featuring Nicki Minaj,1,1,81195,0.378,0.68,203573,0.571,0,8,0.103,-7.054,0.222,145.021,0.0911
Break Up With Him,Old Dominion,0,1,81298,0.0685,0.615,207733,0.632,0,3,0.108,-5.382,0.0374,152.035,0.56
Strip It Down,Luke Bryan,0,1,81480,0.382,0.631,241613,0.875,0,9,0.0867,-3.589,0.0447,137.961,0.705
Back To Back,Drake,0,1,81620,0.00855,0.893,170638,0.48,0,1,0.116,-3.728,0.356,86.976,0.382
Here,Alessia Cara,0,1,81694,0.0785,0.376,199453,0.821,0,0,0.0823,-3.974,0.104,120.462,0.331
100 Grandkids,Mac Miller,0,1,81799,0.371,0.735,278507,0.749,0,10,0.47,-3.766,0.0874,93.718,0.373
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",1,1,81993,0.0916,0.828,292593,0.609,1.21E-06,1,0.291,-4.402,0.0694,109.725,0.707
Acquainted,The Weeknd,0,1,82059,0.482,0.372,348853,0.478,0,7,0.0844,-9.835,0.0503,101.102,0.254
In The Night,The Weeknd,0,1,82099,0.0796,0.505,235653,0.68,0,7,0.0465,-4.993,0.0714,168.022,0.539
Gonna,Blake Shelton,0,1,82285,0.0265,0.667,182947,0.886,0,4,0.0759,-5.12,0.0387,146.076,0.948
Infinity,One Direction,0,1,82353,0.0687,0.537,249480,0.705,0,4,0.0842,-6.073,0.0337,131.965,0.32
Scholarships,Drake & Future,0,1,82385,0.0966,0.739,209288,0.416,1.27E-05,0,0.1,-9.319,0.285,109.168,0.259
Writing's On The Wall,Sam Smith,0,1,82470,0.769,0.261,278987,0.302,2.57E-06,5,0.0863,-8.19,0.0339,81.418,0.0883
Break Up In A Small Town,Sam Hunt,0,1,82589,0.0749,0.579,229880,0.776,0,8,0.239,-5.365,0.173,136.044,0.434
Roses,The Chainsmokers Featuring Rozes,1,1,82794,0.0435,0.713,226739,0.802,0.00377,4,0.309,-7.055,0.0561,100.001,0.343
Dibs,Kelsea Ballerini,0,1,82892,0.231,0.638,183947,0.733,0,4,0.103,-4.7,0.052,87.999,0.651
Already Callin' You Mine,Parmalee,0,1,82995,0.0504,0.59,184387,0.887,0,1,0.132,-2.634,0.0353,120.061,0.679
Stand By You,Rachel Platten,0,1,83093,0.146,0.506,219000,0.897,0.000451,9,0.0868,-4.632,0.26,188.03,0.525
Company,Justin Bieber,0,1,83152,0.132,0.59,208120,0.797,0,4,0.0846,-4.901,0.0614,94.948,0.425
Get Used To It,Justin Bieber,0,1,83189,0.0339,0.687,238133,0.705,0,9,0.164,-8.453,0.0522,110.048,0.449
I'd Just Love To Lay You Down,Barrett Baber,0,1,83391,0.439,0.412,194813,0.544,1.74E-05,7,0.0947,-6.496,0.0309,151.964,0.412
Sorry,Rick Ross Featuring Chris Brown,1,1,83496,0.139,0.616,330507,0.641,0,8,0.0958,-7.275,0.0938,82.73,0.68
God Only Knows,Jordan Smith & Adam Levine,0,1,83589,0.399,0.544,168560,0.559,0,6,0.118,-3.713,0.0297,117.906,0.559
Let It Go,James Bay,0,1,83697,0.818,0.546,260533,0.311,1.65E-05,1,0.107,-10.396,0.0288,147.464,0.246
Drunk On Your Love,Brett Eldredge,0,1,83993,0.414,0.443,173960,0.831,0,11,0.204,-5.606,0.0616,182.064,0.588
Lean & Dabb,iLoveMemphis,0,1,84097,0.0192,0.795,237054,0.646,0,8,0.278,-9.001,0.436,80.027,0.619
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,1,1,84196,0.0161,0.739,238339,0.539,0,6,0.235,-9.735,0.337,85.082,0.835
Needed Me,Rihanna,0,1,84290,0.11,0.671,191600,0.314,0,5,0.0825,-8.091,0.244,110.898,0.296
Whisper,Chase Rice,0,1,84393,0.0138,0.509,191213,0.891,0,2,0.063,-4.89,0.0757,128.108,0.631
Promise,Kid Ink Featuring Fetty Wap,1,1,84491,0.0599,0.797,224240,0.469,0,8,0.0753,-8.112,0.0646,103.057,0.481
Cut It,O.T. Genasis Featuring Young Dolph,1,1,84593,0.135,0.875,222600,0.673,0,7,0.292,-4.184,0.0932,130,0.231
Til It Happens To You,Lady Gaga,0,1,84694,0.565,0.401,258093,0.539,0,0,0.0933,-4.719,0.035,113.87,0.15
Something New,Zendaya Featuring Chris Brown,1,1,84795,0.104,0.469,212907,0.773,0,0,0.0753,-4.741,0.196,204.103,0.308
Be Alright,Ariana Grande,0,1,84942,0.169,0.813,179293,0.456,2.86E-06,1,0.105,-7.667,0.0684,108.801,0.587
Moolah,Young Greatness,0,1,85094,0.0258,0.773,204027,0.56,0,9,0.328,-5.742,0.126,128.091,0.26
Pt. 2,Kanye West,0,1,85153,0.552,0.674,130293,0.752,0,11,0.787,-4.073,0.333,145.076,0.236
Never Be Like You,Flume Featuring Kai,1,1,85197,0.453,0.444,234910,0.557,0,0,0.152,-5.476,0.0602,115.058,0.296
Purple Rain,Prince And The Revolution,0,1,85316,0.0353,0.367,520787,0.452,0.00228,10,0.689,-10.422,0.0307,113.066,0.189
I Hate U I Love U,gnash Featuring Olivia O'Brien,1,1,85392,0.687,0.492,251034,0.275,0,6,0.101,-13.4,0.3,92.6,0.18
Raspberry Beret,Prince And The Revolution,0,1,85432,0.21,0.761,215173,0.67,0.000426,2,0.0685,-12.759,0.0438,120.752,0.91
Forward,Beyonce Featuring James Blake,1,1,85462,0.947,0.387,79200,0.133,0.0591,7,0.107,-15.633,0.0474,124.397,0.0498
Grammys,Drake Featuring Future,1,1,85537,0.00163,0.676,220427,0.432,3.93E-06,1,0.0799,-9.51,0.502,145.869,0.12
Weston Road Flows,Drake,0,1,85553,0.0635,0.623,253533,0.74,0,1,0.366,-6.945,0.307,82.874,0.351
THat Part,ScHoolboy Q Featuring Kanye West,1,1,85791,0.0855,0.927,313573,0.535,0,6,0.136,-7.59,0.0911,112.96,0.336
Gold,Kiiara,0,1,85895,0.615,0.6,225882,0.412,0.0025,8,0.134,-9.343,0.344,113.049,0.408
"Sit Still, Look Pretty",Daya,0,1,85999,0.141,0.657,202221,0.739,0,2,0.178,-4.081,0.274,181.994,0.543
My PYT,Wale,0,1,86193,0.0298,0.563,235652,0.414,0,0,0.0854,-11.409,0.37,193.549,0.446
Night's On Fire,David Nail,0,1,86299,0.243,0.54,189733,0.776,0,4,0.378,-4.155,0.043,164.046,0.784
Brand New,Ben Rector,0,1,86493,0.0026,0.555,243933,0.933,0,9,0.122,-5.04,0.113,144.874,0.421
Lush Life,Zara Larsson,0,1,86596,0.133,0.694,201122,0.712,0,7,0.211,-3.923,0.046,98.022,0.799
No Shopping,French Montana Featuring Drake,1,1,86688,0.0144,0.895,227727,0.491,0.000988,10,0.143,-10.261,0.246,83.505,0.249
Back On Road,Gucci Mane & Drake,0,1,86780,0.329,0.833,149080,0.673,0,1,0.136,-6.981,0.315,148.019,0.753
Setting The World On Fire,Kenny Chesney Featuring P!nk,1,1,86828,0.0171,0.61,217467,0.822,1.88E-06,0,0.093,-4.422,0.0355,93.993,0.437
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",1,1,86993,0.0173,0.412,325615,0.548,0,10,0.181,-6.981,0.243,81.293,0.176
Ivy,Frank Ocean,0,1,87179,0.782,0.567,249191,0.388,0.000309,9,0.248,-9.579,0.0384,116.362,0.452
Side To Side,Ariana Grande Featuring Nicki Minaj,1,1,87230,0.0528,0.65,226160,0.736,0,6,0.235,-5.84,0.229,159.173,0.613
Goosebumps,Travis Scott,0,1,87391,0.0847,0.841,243837,0.728,0,7,0.149,-3.37,0.0484,130.049,0.43
X,21 Savage & Metro Boomin Featuring Future,1,1,87497,0.373,0.835,258880,0.413,0.00133,1,0.101,-9.81,0.396,149.004,0.111
HandClap,Fitz And The Tantrums,0,1,87688,0.00609,0.636,193253,0.836,0.000157,8,0.0828,-3.004,0.0427,139.956,0.715
Today,Brad Paisley,0,1,87869,0.539,0.347,229338,0.632,0.00226,2,0.121,-6.998,0.0381,74.257,0.285
A-YO,Lady Gaga,0,1,88065,0.075,0.518,307347,0.709,0,2,0.0935,-5.234,0.0476,127.083,0.514
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,1,1,88167,0.00375,0.7,210472,0.693,0,2,0.314,-6.553,0.14,133.981,0.525
Blessed Up,Meek Mill,0,1,88196,0.0609,0.647,201255,0.59,0,6,0.381,-9.931,0.247,92.275,0.415
Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,88375,0.061,0.927,343150,0.665,0,11,0.123,-5.313,0.244,127.076,0.175
Redbone,Childish Gambino,0,1,88474,0.167,0.743,326933,0.347,0.00951,1,0.103,-11.174,0.121,160.143,0.572
Reminder,The Weeknd,0,1,88530,0.142,0.706,218880,0.505,0,8,0.164,-6.923,0.193,160.053,0.388
